conversion_certificate,deed_from_previous_owner,electricity_connection,electricity_connection_detail,encumberence_certificate,is_the_plot_free_of_any_legal_issues,revenue_document,road_available,road_available_detail,sewage_connection,sewage_connection_detail,title_deed,title_deed_detail,water_connection,water_connection_detail,amenities,boundary,construction,dimensions,fig_count,floor,location,open_sides,price,price_available,price_per_sqft,transaction,type,garden_park,main_road,pool,width_road,area
,,,,,,,,,,,,,,,,No,Yes,24 X 30,13,Congo,Joka,2.0,3.5,1,318.0,New Property,Residential Land / Plot,1,1,0,20.0,1100.0
,,,,,,,,,,,,,,,,No,No,,0,3,Nabadwip,,,0,,Resale,Residential Land / Plot,0,0,0,,2200.0
,,,,,,,,,,,,,,,,No,No,,0,,Action Area 2,1.0,,0,,Resale,Residential Land / Plot,0,0,0,12.0,3228.0
,,,,,,,,,,,,,,,,No,No,,0,,Belur,1.0,8.0,1,667.0,Resale,Residential Land / Plot,0,0,0,12.0,1200.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,,"Ganguly Bagan, Beliaghata",1.0,,0,,Resale,Residential Land / Plot,0,0,0,4.0,3600.0
,,,,,,,,,,,,,,,,No,No,,2,,Action Area 3,2.0,22.5,1,1786.0,Resale,Residential Land / Plot,1,0,0,7.0,1260.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,3,Garia,3.0,25.0,1,694.0,Resale,Residential Land / Plot,0,0,0,42.0,3600.0
,,,,,,,,,,,,,,,,No,No,,0,,New Town,2.0,45.0,1,2083.0,Resale,Residential Land / Plot,1,0,0,8.0,2160.0
,,,,,,,,,,,,,,,,No,No,,1,Congo,Rajarhat,2.0,28.0,1,1944.0,Resale,Residential Land / Plot,1,0,0,8.0,1440.0
,,,,,,,,,,,,,,,,No,No,,0,,Pailan,2.0,35.0,1,972.0,Resale,Residential Land / Plot,1,0,0,7.0,3600.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Khardaha,,,0,,Resale,Residential Land / Plot,0,0,0,,12250.0
,,,,,,,,,,,,,,,,No,No,,0,Congo,Kanchrapara,1.0,40.0,1,533.0,Resale,Residential Land / Plot,0,0,0,10.0,7500.0
,,,,,,,,,,,,,,,,No,No,24 X 30,12,,Joka,1.0,3.5,1,486.0,New Property,Residential Land / Plot,1,1,0,20.0,720.0
,,,,,,,,,,,,,,,,No,No,,0,,Hridaypur,2.0,20.0,1,1818.0,Resale,Residential Land / Plot,0,0,0,5.0,1100.0
,,,,,,,,,,,,,,,,No,No,,0,10,Durgapur Dhapa,,90.0,1,2083.0,Resale,Residential Land / Plot,0,0,0,,4320.0
,,,,,,,,,,,,,,,,Yes,No,,0,,"Purbalok, Mukundapur",1.0,,0,,Resale,Residential Land / Plot,0,1,0,6.0,2250.0
,,,,,,,,,,,,,,,,Yes,No,,0,2,Purba Putiary,1.0,18.0,1,1250.0,Resale,Residential Land / Plot,0,0,0,2.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Madhyamgram,,8.5,1,787.0,Resale,Residential Land / Plot,0,0,0,,1080.0
No,No,No,Electricity Board,No,Yes,,Yes,Pucca Road,Yes,Open,Yes,Conveyance Deed,No,Water Board,,No,No,,0,,Vip Road,3.0,,0,,Resale,Residential Land / Plot,1,0,0,3.0,2160.0
,,,,,,,,,,,,,,,,No,No,66 X 48.79,7,5,Action Area 2B,2.0,,0,,Resale,Residential Land / Plot,1,1,0,13.0,3220.0
,,,,,,,,,,,,,,,,Yes,No,,0,1,Sonarpur Station Road,,144.0,1,1200.0,Resale,Residential Land / Plot,0,0,0,,12000.0
No,Yes,Yes,Electricity Board,Yes,No,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Borewell,"Power Back Up, Club House, Swimming Pool, Gymnasium, Security, Visitor Parking",Yes,Yes,,5,,Joka,2.0,3.2,1,222.0,Resale,Residential Land / Plot,0,0,0,20.0,1440.0
,,,,,,,,,,,,,,,,No,No,,0,,Kandarpopur Town,1.0,130.0,1,2131.0,Resale,Residential Land / Plot,0,0,0,10.0,6100.0
,,,,,,,,,,,,,,,,No,No,,2,2,Garia Station Road,,17.0,1,944.0,Resale,Residential Land / Plot,0,0,0,,1800.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,Yes,Yes,,0,6,"Mandeville Gardens, Ballygunge",2.0,,0,,Resale,Residential Land / Plot,0,1,0,8.0,5040.0
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Pucca Road,Yes,,Yes,Sale Deed,Yes,,,No,No,45 X 32,0,2,Bibirhat,2.0,30.0,1,2083.0,Resale,Residential Land / Plot,0,0,0,2.0,1440.0
Yes,Yes,No,,No,Yes,Yes,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,No,No,44 X 30.68,4,3,Joth Shibrampur,2.0,26.3,1,1944.0,Resale,Residential Land / Plot,0,0,0,3.0,1350.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Dankuni,,22.0,1,1528.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,,4,6,Alipore,2.0,,0,,Resale,Residential Land / Plot,0,0,0,15.0,10800.0
,,,,,,,,,,,,,,,,Yes,No,30 X 24,7,3,Joka,4.0,1.0,1,139.0,New Property,Residential Land / Plot,1,1,0,8.0,720.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,Water Board,,Yes,Yes,,2,3,Action Area 3,2.0,,0,,Resale,Residential Land / Plot,0,0,0,14.0,217800.0
,,,,,,,,,,,,,,,,Yes,Yes,36 X 40,2,3,"Amtala, Diamond Harbour Road",1.0,10.0,1,694.0,New Property,Residential Land / Plot,0,1,0,6.0,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,18 X 40,2,3,"Amtala, Diamond Harbour Road",1.0,5.1,1,708.0,New Property,Residential Land / Plot,0,1,0,6.0,720.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,On Highway,Yes,Open,Yes,Sale Deed,Yes,Water Board,,No,No,,0,3,Kheyadah,3.0,14.0,1,402.0,Resale,Residential Land / Plot,0,0,0,18.0,3484.0
,,,,,,,,,,,,,,,,No,No,,0,3,Subhasgram,3.0,,0,,Resale,Residential Land / Plot,0,0,0,6.0,1800.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,On Highway,Yes,Underground,Yes,Sale Deed,Yes,Borewell,,Yes,Yes,,2,3,"Naktala, Garia",2.0,135.0,1,352.0,Resale,Residential Land / Plot,0,0,0,6.0,38350.0
,,,,,,,,,,,,,,,,Yes,Yes,,4,3,"Madurdaha, Hussainpur",2.0,,0,,Resale,Residential Land / Plot,0,0,0,7.0,2880.0
,,,,,,,,,,,,,,,,No,No,,0,,Action Area 2,2.0,,0,,Resale,Residential Land / Plot,0,0,0,12.0,1652.0
,,,,,,,,,,,,,,,,Yes,No,,0,5,New Alipore,,,0,,Resale,Residential Land / Plot,0,0,0,,2100.0
,,,,,,,,,,,,,,,,No,No,,2,4,New Town Road,1.0,,0,,Resale,Residential Land / Plot,0,1,0,13.0,3229.0
,,,,,,,,,,,,,,,,No,No,30 X 48,1,3,Diamond Harbour Road,2.0,14.0,1,972.0,New Property,Residential Land / Plot,0,0,0,7.0,1440.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,,Yes,Sale Deed,Yes,,,No,No,,0,,Birlapur,3.0,13.0,1,301.0,Resale,Residential Land / Plot,0,0,0,6.0,4320.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Security, Vaastu Compliant, Visitor Parking, Indoor Games Room",No,No,960 X 960,10,,"Ghola, Sodepur",1.0,19.0,1,660.0,New Property,Residential Land / Plot,0,1,0,13.0,2880.0
No,Yes,Yes,Electricity Board,No,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,No,43.75 X 24,1,3,Adarsha Pally Belghoria,3.0,35.0,1,3333.0,Resale,Residential Land / Plot,0,1,0,10.0,1050.0
No,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,Borewell,,No,No,,1,,Action Area 3,1.0,20.0,1,694.0,Resale,Residential Land / Plot,0,0,0,10.0,2880.0
,,,,,,,,,,,,,,,,Yes,Yes,18 X 40,0,3,"Amtala, Diamond Harbour Road",1.0,5.0,1,694.0,New Property,Residential Land / Plot,0,0,0,6.0,720.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,50 X 43.2,8,4,Joka,2.0,6.0,1,278.0,New Property,Residential Land / Plot,1,1,0,7.0,2160.0
,,,,,,,,,,,,,,,,No,Yes,,10,4,Action Area 3,4.0,10.0,1,154.0,New Property,Residential Land / Plot,0,1,0,7.0,6480.0
Yes,Yes,No,,Yes,Yes,Yes,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,No,,,Yes,No,42 X 34.3,4,2,Madhyamgram,2.0,50.0,1,3472.0,Resale,Residential Land / Plot,0,1,0,4.0,1440.0
Yes,Yes,Yes,Electricity Board,No,Yes,,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,Borewell,,Yes,Yes,,2,5,Subhasgram,2.0,150.0,1,401.0,Resale,Residential Land / Plot,0,0,0,10.0,37440.0
Yes,Yes,Yes,Electricity Board,Yes,No,,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,Borewell,,Yes,Yes,,1,5,Uchhepota,2.0,19.0,1,905.0,Resale,Residential Land / Plot,0,0,0,20.0,2100.0
,,,,,,,,,,,,,,,,No,No,,6,,Joka,2.0,12.0,1,556.0,Resale,Residential Land / Plot,0,0,0,15.0,2160.0
,,,,,,,,,,,,,,,,Yes,No,0.81 X 8050,11,1,Southern Avenue,2.0,,0,,Resale,Residential Land / Plot,1,1,0,10.0,7201.0
,,,,,,,,,,,,,,,,Yes,No,,0,2,Sonarpur,1.0,,0,,Resale,Residential Land / Plot,0,0,0,6.0,18720.0
,,,,,,,,,,,,,,,,No,No,,8,,Joka,1.0,7.0,1,389.0,Resale,Residential Land / Plot,0,0,0,20.0,1800.0
,,,,,,,,,,,,,,,,Yes,No,,4,,Panihati,,,0,,Resale,Residential Land / Plot,0,0,0,,3780.0
,,,,,,,,,,,,,,,,Yes,No,,0,2,Thakurpukur,,300.0,1,1377.0,Resale,Residential Land / Plot,0,0,0,,21780.0
,,,,,,,,,,,,,,,,No,No,,0,3,Chakdaha,,28.0,1,1296.0,Resale,Residential Land / Plot,0,0,0,,2160.0
Yes,No,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,Yes,Yes,,1,2,Joka,,4.0,1,278.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,No,No,,0,,"Hazra, Kalighat",,,0,,New Property,Residential Land / Plot,0,1,0,,830.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,No,,No,,Yes,Will Deed,No,,,No,No,,1,,Maheshtala,1.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,288000.0
,,,,,,,,,,,,,,,"Power Back Up, Club House, Swimming Pool, Gymnasium, Security, Visitor Parking",No,No,24 X 30,3,,Joka,1.0,3.3,1,451.0,New Property,Residential Land / Plot,1,1,0,20.0,720.0
,,,,,,,,,,,,,,,,No,No,,0,,Baruipur,,400.0,1,1543.0,Resale,Residential Land / Plot,0,0,0,,25920.0
,,,,,,,,,,,,,,,"Power Back Up, Club House, Swimming Pool, Gymnasium, Security, Visitor Parking",No,Yes,45 X 32,14,,Joka,2.0,2.8,1,194.0,New Property,Residential Land / Plot,1,1,0,25.0,1440.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,On Highway,Yes,Underground,Yes,Will Deed,Yes,Borewell,,No,No,600 X 480,0,1,Basirhat,4.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,288000.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Other,Yes,Water Board,,No,No,,0,Congo,Thakurpukur,2.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,288000.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,45 X 64,4,3,Joka,2.0,6.4,1,222.0,New Property,Residential Land / Plot,1,1,0,7.0,2880.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,1,Hooghly,,,0,,Resale,Residential Land / Plot,0,0,0,,67680.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,45 X 64,5,3,Joka,3.0,8.0,1,278.0,New Property,Residential Land / Plot,1,1,0,7.0,2880.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,No,,0,20,Bagnan,4.0,45.0,1,2066.0,Resale,Residential Land / Plot,0,0,0,10.0,2178.0
No,Yes,No,,No,Yes,Yes,Yes,On Highway,Yes,Open,Yes,Sale Deed,No,,,No,No,40 X 55,0,1,Khalisha Kota,2.0,36.0,1,1636.0,Resale,Residential Land / Plot,0,1,0,4.0,2200.0
,,,,,,,,,,,,,,,"Power Back Up, Club House, Swimming Pool, Gymnasium, Security, Visitor Parking",No,No,45 X 24.44,3,,Joka,1.0,4.0,1,364.0,New Property,Residential Land / Plot,1,0,0,20.0,1100.0
,,,,,,,,,,,,,,,,Yes,No,,0,5,Howrah,2.0,,0,,Resale,Residential Land / Plot,0,0,0,9.0,316800.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,On Highway,Yes,Open,Yes,Gift Deed,No,,,Yes,No,,0,,Bakkhali,3.0,100.0,1,571.0,Resale,Residential Land / Plot,0,0,0,10.0,17500.0
,,,,,,,,,,,,,,,"Power Back Up, Park, Reserved Parking, Security, Water Storage, Waste Disposal",No,No,,1,,Joka,2.0,3.5,1,486.0,Resale,Residential Land / Plot,0,0,0,10.0,720.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,5,Narendrapur Rajpur Sonarpur,3.0,160.0,1,1587.0,Resale,Residential Land / Plot,0,0,0,15.0,10080.0
,,,,,,,,,,,,,,,"Power Back Up, Gymnasium, Security, CCTV Camera, Barbeque space, Kids play area",Yes,Yes,45 X 40,4,3,Joka,2.0,5.1,1,283.0,New Property,Residential Land / Plot,1,1,0,7.0,1800.0
,,,,,,,,,,,,,,,,No,No,,1,,Thakurpukur,1.0,8.0,1,556.0,Resale,Residential Land / Plot,0,0,0,10.0,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,45 X 48,5,3,Joka,2.0,5.9,1,273.0,New Property,Residential Land / Plot,1,1,0,7.0,2160.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Bansdroni,,9.0,1,417.0,Resale,Residential Land / Plot,0,0,0,,2160.0
,,,,,,,,,,,,,,,"Power Back Up, Gymnasium, Security, CCTV Camera, Barbeque space, Kids play area",Yes,Yes,45 X 32,5,3,Joka,2.0,7.8,1,542.0,New Property,Residential Land / Plot,1,1,0,8.0,1440.0
,,,,,,,,,,,,,,,,No,No,,8,Congo,Action Area 2,1.0,,0,,Resale,Residential Land / Plot,0,0,0,12.0,2160.0
Yes,Yes,Yes,Electricity Board,Yes,No,Yes,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,Water Board,,Yes,Yes,,1,Congo,Rajarhat,3.0,185.0,1,1762.0,Resale,Residential Land / Plot,0,0,0,10.0,10500.0
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Swimming Pool, Gymnasium, Park, Reserved Parking",No,Yes,,4,,Joka,1.0,3.0,1,278.0,Resale,Residential Land / Plot,0,0,0,15.0,1080.0
,,,,,,,,,,,,,,,,No,No,,0,,Action Area 2,1.0,,0,,Resale,Residential Land / Plot,0,0,0,14.0,2153.0
,,,,,,,,,,,,,,,,No,Yes,40 X 36,4,5,New Town,2.0,22.0,1,1528.0,New Property,Residential Land / Plot,1,1,0,25.0,1440.0
,,,,,,,,,,,,,,,"Power Back Up, Gymnasium, Security, CCTV Camera, Barbeque space, Kids play area",Yes,Yes,45 X 48,6,3,Joka,2.0,11.7,1,542.0,New Property,Residential Land / Plot,1,1,0,7.0,2160.0
,,,,,,,,,,,,,,,,No,No,49 X 33.06,7,5,Action Area 3,1.0,95.0,1,5864.0,Resale,Residential Land / Plot,0,1,0,13.0,1620.0
,,,,,,,,,,,,,,,,No,Yes,,0,4,New Town,3.0,130.0,1,5556.0,Resale,Residential Land / Plot,1,0,0,18.0,2340.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,45 X 32,5,3,Joka,2.0,3.2,1,222.0,New Property,Residential Land / Plot,1,1,0,6.0,1440.0
,,,,,,,,,,,,,,,"Power Back Up, Club House, Swimming Pool, Gymnasium, Security, Visitor Parking",No,No,,4,,Joka,1.0,13.5,1,625.0,Resale,Residential Land / Plot,0,0,0,18.0,2160.0
,,,,,,,,,,,,,,,,No,No,,1,Congo,"Bangur Avenue, Lake Town",1.0,,0,,Resale,Residential Land / Plot,1,0,0,10.0,2160.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,Belur,,,0,,Resale,Residential Land / Plot,0,0,0,,11450.0
,,,,,,,,,,,,,,,,Yes,Yes,50 X 43.2,8,4,Joka,2.0,4.8,1,222.0,New Property,Residential Land / Plot,1,1,0,7.0,2160.0
,,,,,,,,,,,,,,,,No,No,,0,,Barasat,,40.0,1,2857.0,Resale,Residential Land / Plot,0,0,0,,1400.0
,,,,,,,,,,,,,,,"Power Back Up, Gymnasium, Security, CCTV Camera, Barbeque space, Kids play area",Yes,Yes,45 X 32,6,3,Joka,2.0,3.8,1,264.0,New Property,Residential Land / Plot,1,1,0,7.0,1440.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,No,,4,Congo,Madhyamgram,4.0,1000.0,1,1389.0,Resale,Residential Land / Plot,0,0,0,5.0,72000.0
,,,,,,,,,,,,,,,"Power Back Up, Rain Water Harvesting, Club House, Gymnasium, Reserved Parking, Security",No,No,11.99 X 6.67,11,,Joka,1.0,3.8,1,341.0,New Property,Residential Land / Plot,1,1,0,15.0,1100.0
,,,,,,,,,,,,,,,,No,No,,1,,"Narayanpur, Gopalpur Gram",1.0,17.0,1,1180.0,Resale,Residential Land / Plot,0,0,0,10.0,1440.0
,,,,,,,,,,,,,,,,No,No,,3,,Naskarhat,,,0,,Resale,Residential Land / Plot,0,0,0,,1800.0
No,No,No,,No,Yes,Yes,Yes,Mud Road,No,,Yes,Partition Deed,No,,,Yes,No,2.15 X 966,3,1,Rajpur,2.0,18.0,1,833.0,Resale,Residential Land / Plot,0,0,0,2.0,2160.0
,,,,,,,,,,,,,,,,No,No,24 X 30,11,,Joka,1.0,2.6,1,360.0,New Property,Residential Land / Plot,1,1,0,25.0,720.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Gift Deed,Yes,Water Board,,No,No,,0,,Kakdwip,1.0,33.0,1,689.0,Resale,Residential Land / Plot,0,0,0,10.0,4791.0
,,,,,,,,,,,,,,,,Yes,No,,0,1,Raja Bazar,,,0,,Resale,Residential Land / Plot,0,0,0,,2160.0
,,,,,,,,,,,,,,,,Yes,Yes,36 X 40,0,3,"Amtala, Diamond Harbour Road",1.0,9.7,1,670.0,New Property,Residential Land / Plot,0,1,0,6.0,1440.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Club House, Swimming Pool, Gymnasium, Reserved Parking",Yes,Yes,18 X 40,2,3,Rajarhat,2.0,13.5,1,1875.0,New Property,Residential Land / Plot,1,0,0,6.0,720.0
,,,,,,,,,,,,,,,,No,No,,2,,Green Park Rajbari,1.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,3389.0
Yes,No,Yes,Electricity Board,No,Yes,,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,No,No,,1,,Action Area 2B,1.0,30.0,1,2609.0,Resale,Residential Land / Plot,0,0,0,10.0,1150.0
,,,,,,,,,,,,,,,,Yes,Yes,,1,4,Joka,2.0,7.0,1,324.0,Resale,Residential Land / Plot,0,0,0,20.0,2160.0
,,,,,,,,,,,,,,,,Yes,Yes,,4,4,Joka,2.0,9.0,1,313.0,Resale,Residential Land / Plot,0,0,0,23.0,2880.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,50 X 43.2,9,4,Joka,2.0,5.4,1,250.0,New Property,Residential Land / Plot,1,1,0,7.0,2160.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Borewell,,Yes,Yes,50 X 28,4,,Joka,2.0,2.0,1,278.0,Resale,Residential Land / Plot,0,0,0,25.0,720.0
,,,,,,,,,,,,,,,,No,No,537 X 537,3,,Boral,1.0,160.0,1,1111.0,New Property,Residential Land / Plot,0,0,0,7.0,14400.0
,,,,,,,,,,,,,,,,No,No,,0,2,Birati,,40.0,1,1389.0,Resale,Residential Land / Plot,0,0,0,,2880.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium",Yes,No,,1,20,Eastern Metropolitan Bypass,4.0,,0,,Resale,Residential Land / Plot,1,1,1,80.0,1071.0
,,,,,,,,,,,,,,,,Yes,No,45 X 32,0,4,Sonarpur,2.0,,0,,Resale,Residential Land / Plot,0,0,0,4.0,1440.0
,,,,,,,,,,,,,,,,No,No,,1,,Habra,,19.5,1,1368.0,Resale,Residential Land / Plot,0,0,0,,1425.0
,,,,,,,,,,,,,,,,No,No,,3,,Action Area 2,1.0,,0,,Resale,Residential Land / Plot,0,1,0,13.0,200.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Howrah,,34.0,1,680.0,Resale,Residential Land / Plot,0,0,0,,5000.0
,,,,,,,,,,,,,,,,Yes,No,13610 X 3,6,1,Bishnupur Mathurapur Road,1.0,150.0,1,367.0,Resale,Residential Land / Plot,0,0,0,2.0,40830.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,Nayabad,4.0,125.0,1,3472.0,Resale,Residential Land / Plot,0,0,0,16.0,3600.0
,,,,,,,,,,,,,,,,Yes,No,,0,5,Madhyamgram,,120.0,1,1714.0,Resale,Residential Land / Plot,0,0,0,,7000.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,Joka,1.0,12.0,1,556.0,Resale,Residential Land / Plot,0,0,0,20.0,2160.0
,,,,,,,,,,,,,,,,No,No,1120.83 X 120,0,1,Rajarhat,,500.0,1,372.0,New Property,Residential Land / Plot,0,0,0,,134500.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,50 X 43.2,6,4,Joka,2.0,6.6,1,306.0,New Property,Residential Land / Plot,1,1,0,7.0,2160.0
,,,,,,,,,,,,,,,,No,No,,0,1,Jojra,,900.0,1,694.0,Resale,Residential Land / Plot,0,0,0,,129600.0
,,,,,,,,,,,,,,,,No,No,16800 X 14400,5,12,Jojra,4.0,900.0,1,694.0,Resale,Residential Land / Plot,0,1,0,12.0,129600.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Conveyance Deed,Yes,Water Board,,Yes,Yes,100 X 75,1,5,"Lake Market, Kalighat",2.0,,0,,Resale,Residential Land / Plot,0,1,0,10.0,7500.0
Yes,Yes,Yes,Solar,No,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Partition Deed,Yes,Water Board,,Yes,No,,0,3,Dum Dum,2.0,,0,,Resale,Residential Land / Plot,0,0,0,2.0,1648.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Madhyamgram,,3.6,1,333.0,Resale,Residential Land / Plot,0,0,0,,1080.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Will Deed,Yes,Water Board,,No,No,,0,,Sector 5 Salt Lake City,1.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,3600.0
,,,,,,,,,,,,,,,,No,Yes,,0,,Joka,1.0,8.0,1,556.0,Resale,Residential Land / Plot,0,0,0,2.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,,0,4,Bangaon,,77.0,1,1528.0,Resale,Residential Land / Plot,0,0,0,,5040.0
,,,,,,,,,,,,,,,,No,No,,0,4,Baguiati,,,0,,Resale,Residential Land / Plot,0,0,0,,9.0
,,,,,,,,,,,,,,,,No,No,,0,,Raidighi,,,0,,Resale,Residential Land / Plot,0,0,0,,900000.0
,,,,,,,,,,,,,,,,Yes,Yes,,2,5,Phool Bagan Kankurgachi,2.0,,0,,Resale,Residential Land / Plot,1,1,1,20.0,3600.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,50 X 28.8,8,4,Joka,2.0,4.0,1,278.0,New Property,Residential Land / Plot,1,1,0,7.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,,0,5,Madhyamgram,,80.0,1,1684.0,Resale,Residential Land / Plot,0,0,0,,4752.0
,,,,,,,,,,,,,,,,No,No,,0,15,"Amrabati, Kasba",,300.0,1,3333.0,Resale,Residential Land / Plot,0,0,0,,9000.0
,,,,,,,,,,,,,,,,No,No,,0,,Lake Town,,,0,,Resale,Residential Land / Plot,0,0,0,,2880.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,2,Madhugarh,,385.0,1,694.0,Resale,Residential Land / Plot,0,0,0,,55440.0
,,,,,,,,,,,,,,,,No,No,,2,,Baidyabati,1.0,50.0,1,3333.0,Resale,Residential Land / Plot,0,0,0,10.0,1500.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,Shyamnagar,4.0,,0,,Resale,Residential Land / Plot,1,0,0,10.0,4320.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Other,Yes,Water Board,"Swimming Pool, Park, Security, Kids Play Area, Rentable Community Space",No,Yes,,9,3,Joka,2.0,12.0,1,89.0,Resale,Residential Land / Plot,0,0,0,16.0,13500.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,On Highway,Yes,Underground,Yes,Sale Deed,No,,,Yes,No,180 X 75,0,4,Bantala,2.0,,0,,Resale,Residential Land / Plot,0,0,0,25.0,13140.0
,,,,,,,,,,,,,,,,No,No,,0,,Nayabad,,100.0,1,3546.0,Resale,Residential Land / Plot,0,0,0,,2820.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,6,Santragachi,,225.0,1,3900.0,Resale,Residential Land / Plot,0,0,0,,5769.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,1,Barasat,,50.0,1,3472.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,No,No,65.6 X 49.2,0,4,Action Area 3,1.0,145.0,1,4490.0,Resale,Residential Land / Plot,0,0,0,13.0,3229.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Security, Water Storage, Waste Disposal, Located in the Heart of city, Kids Play Area",Yes,Yes,53.7 X 26.8,37,4,Rajarhat,2.0,21.6,1,1500.0,New Property,Residential Land / Plot,1,1,0,25.0,1440.0
